"month","year","Average_Temperature","state","Precipitation"
"06","1953","66.7","RI","0.97"
"07","1953","69.8","RI","4.44"
"08","1953","68.8","RI","3.52"
"09","1953","63.6","RI","2.45"
"10","1953","53.2","RI","4.99"
"11","1953","44.9","RI","6.16"
"12","1953","37.6","RI","5.34"
"01","1954","25.4","RI","2.83"
"02","1954","34.7","RI","2.78"
"03","1954","37.1","RI","3.75"
"04","1954","47.6","RI","5.03"
"05","1954","54.4","RI","5.40"
"06","1954","65.2","RI","2.15"
"07","1954","68.7","RI","2.79"
"08","1954","66.5","RI","8.18"
"09","1954","60.7","RI","8.10"
"10","1954","56.6","RI","2.52"
"11","1954","42.0","RI","5.07"
"12","1954","32.6","RI","5.91"
"01","1955","26.6","RI","0.78"
"02","1955","30.3","RI","4.40"
"03","1955","36.1","RI","4.28"
"04","1955","47.2","RI","3.29"
"05","1955","58.7","RI","1.55"
"06","1955","63.7","RI","3.19"
"07","1955","74.1","RI","3.01"
"08","1955","71.6","RI","11.93"
"09","1955","61.4","RI","3.97"
"10","1955","53.4","RI","7.78"
"11","1955","39.7","RI","5.18"
"12","1955","24.6","RI","0.80"
"01","1956","28.8","RI","4.74"
"02","1956","30.9","RI","4.37"
"03","1956","31.8","RI","5.86"
"04","1956","42.7","RI","3.24"
"05","1956","52.2","RI","2.02"
"06","1956","65.7","RI","2.19"
"07","1956","68.6","RI","4.96"
"08","1956","68.9","RI","1.42"
"09","1956","59.0","RI","3.46"
"10","1956","51.7","RI","2.97"
"11","1956","42.6","RI","3.90"
"12","1956","35.3","RI","5.08"
"01","1957","21.6","RI","2.30"
"02","1957","32.7","RI","1.63"
"03","1957","37.6","RI","3.12"
"04","1957","48.2","RI","4.24"
"05","1957","57.3","RI","1.78"
"06","1957","68.5","RI","0.82"
"07","1957","70.6","RI","1.51"
"08","1957","66.6","RI","2.87"
"09","1957","63.6","RI","1.25"
"10","1957","51.4","RI","2.67"
"11","1957","44.4","RI","4.48"
"12","1957","37.1","RI","6.09"
"01","1958","28.8","RI","7.44"
"02","1958","23.6","RI","3.32"
"03","1958","36.8","RI","3.99"
"04","1958","46.7","RI","7.20"
"05","1958","53.6","RI","4.25"
"06","1958","61.0","RI","2.45"
"07","1958","70.0","RI","4.82"
"08","1958","68.6","RI","5.54"
"09","1958","61.5","RI","5.05"
"10","1958","50.2","RI","3.43"
"11","1958","43.4","RI","3.15"
"12","1958","24.1","RI","1.69"
"01","1959","26.8","RI","2.39"
"02","1959","25.3","RI","3.29"
"03","1959","35.2","RI","5.89"
"04","1959","47.6","RI","3.99"
"05","1959","59.1","RI","1.74"
"06","1959","63.4","RI","5.70"
"07","1959","71.1","RI","5.49"
"08","1959","71.6","RI","3.11"
"09","1959","65.2","RI","0.98"
"10","1959","52.9","RI","5.48"
"11","1959","42.0","RI","4.77"
"12","1959","33.4","RI","4.40"
"01","1960","27.8","RI","3.32"
"02","1960","33.4","RI","5.42"
"03","1960","30.0","RI","3.14"
"04","1960","47.4","RI","3.49"
"05","1960","57.2","RI","3.89"
"06","1960","65.7","RI","1.78"
"07","1960","68.9","RI","5.29"
"08","1960","68.8","RI","1.77"
"09","1960","61.1","RI","6.92"
"10","1960","51.2","RI","2.72"
"11","1960","44.0","RI","3.22"
"12","1960","26.1","RI","4.17"
"01","1961","21.9","RI","2.51"
"02","1961","29.2","RI","3.59"
"03","1961","35.7","RI","3.62"
"04","1961","44.0","RI","6.13"
"05","1961","53.9","RI","5.00"
"06","1961","65.5","RI","2.13"
"07","1961","70.4","RI","2.35"
"08","1961","69.1","RI","4.23"
"09","1961","67.5","RI","7.49"
"10","1961","54.4","RI","2.68"
"11","1961","42.5","RI","3.29"
"12","1961","30.7","RI","3.44"
"01","1962","27.0","RI","4.56"
"02","1962","25.1","RI","4.56"
"03","1962","36.0","RI","1.78"
"04","1962","47.0","RI","3.60"
"05","1962","55.2","RI","1.93"
"06","1962","65.1","RI","4.80"
"07","1962","66.6","RI","1.73"
"08","1962","67.0","RI","3.77"
"09","1962","59.5","RI","3.41"
"10","1962","50.9","RI","7.43"
"11","1962","39.1","RI","4.55"
"12","1962","27.0","RI","3.17"
"01","1963","26.8","RI","3.27"
"02","1963","24.2","RI","3.20"
"03","1963","37.3","RI","3.79"
"04","1963","46.4","RI","1.44"
"05","1963","55.4","RI","4.03"
"06","1963","65.6","RI","2.31"
"07","1963","70.9","RI","3.30"
"08","1963","67.3","RI","2.39"
"09","1963","58.0","RI","3.90"
"10","1963","55.8","RI","1.42"
"11","1963","45.7","RI","6.64"
"12","1963","24.0","RI","2.53"
"01","1964","29.2","RI","5.10"
"02","1964","26.6","RI","3.41"
"03","1964","36.9","RI","2.58"
"04","1964","44.7","RI","6.04"
"05","1964","58.6","RI","0.75"
"06","1964","64.5","RI","1.52"
"07","1964","69.9","RI","3.15"
"08","1964","64.7","RI","1.78"
"09","1964","60.9","RI","3.17"
"10","1964","50.8","RI","2.34"
"11","1964","43.0","RI","2.93"
"12","1964","32.0","RI","5.19"
"01","1965","23.8","RI","2.88"
"02","1965","26.9","RI","3.46"
"03","1965","34.5","RI","1.82"
"04","1965","43.8","RI","2.91"
"05","1965","58.6","RI","1.75"
"06","1965","64.4","RI","2.01"
"07","1965","69.3","RI","1.88"
"08","1965","68.9","RI","2.74"
"09","1965","62.4","RI","2.41"
"10","1965","50.7","RI","2.70"
"11","1965","39.8","RI","2.03"
"12","1965","33.3","RI","1.63"
"01","1966","26.8","RI","3.48"
"02","1966","29.0","RI","3.52"
"03","1966","37.8","RI","2.41"
"04","1966","43.1","RI","1.35"
"05","1966","53.8","RI","4.42"
"06","1966","66.0","RI","2.27"
"07","1966","71.2","RI","2.77"
"08","1966","69.2","RI","2.20"
"09","1966","60.4","RI","4.89"
"10","1966","50.4","RI","2.93"
"11","1966","44.5","RI","4.52"
"12","1966","31.6","RI","2.69"
"01","1967","32.5","RI","1.72"
"02","1967","24.9","RI","2.74"
"03","1967","32.4","RI","5.56"
"04","1967","43.6","RI","4.35"
"05","1967","50.0","RI","7.11"
"06","1967","64.9","RI","3.09"
"07","1967","71.0","RI","4.12"
"08","1967","68.7","RI","3.80"
"09","1967","60.8","RI","3.55"
"10","1967","52.3","RI","1.96"
"11","1967","37.9","RI","3.32"
"12","1967","33.0","RI","6.84"
"01","1968","23.6","RI","3.34"
"02","1968","23.9","RI","1.27"
"03","1968","37.5","RI","7.88"
"04","1968","48.9","RI","1.69"
"05","1968","54.8","RI","3.83"
"06","1968","63.7","RI","5.69"
"07","1968","71.6","RI","1.38"
"08","1968","68.6","RI","1.68"
"09","1968","63.0","RI","1.71"
"10","1968","54.6","RI","2.20"
"11","1968","40.7","RI","6.20"
"12","1968","29.1","RI","6.21"
"01","1969","27.1","RI","1.87"
"02","1969","27.8","RI","4.58"
"03","1969","33.9","RI","3.31"
"04","1969","48.4","RI","4.58"
"05","1969","56.0","RI","3.00"
"06","1969","66.0","RI","1.41"
"07","1969","69.4","RI","3.67"
"08","1969","71.6","RI","3.15"
"09","1969","62.6","RI","4.50"
"10","1969","52.0","RI","2.29"
"11","1969","41.6","RI","6.71"
"12","1969","29.6","RI","9.47"
"01","1970","19.7","RI","0.94"
"02","1970","28.8","RI","5.38"
"03","1970","34.1","RI","4.68"
"04","1970","46.5","RI","3.98"
"05","1970","57.1","RI","3.36"
"06","1970","64.2","RI","3.77"
"07","1970","71.7","RI","1.49"
"08","1970","70.6","RI","4.50"
"09","1970","62.9","RI","2.66"
"10","1970","53.2","RI","3.62"
"11","1970","43.3","RI","5.36"
"12","1970","28.1","RI","3.80"
"01","1971","22.2","RI","2.21"
"02","1971","29.2","RI","5.45"
"03","1971","35.3","RI","3.27"
"04","1971","43.6","RI","2.54"
"05","1971","55.0","RI","4.29"
"06","1971","66.2","RI","1.26"
"07","1971","71.2","RI","3.53"
"08","1971","70.1","RI","2.97"
"09","1971","65.9","RI","2.19"
"10","1971","57.1","RI","3.62"
"11","1971","39.5","RI","5.82"
"12","1971","34.2","RI","2.74"
"01","1972","29.8","RI","2.32"
"02","1972","26.3","RI","5.54"
"03","1972","34.7","RI","6.68"
"04","1972","42.4","RI","3.99"
"05","1972","56.2","RI","5.91"
"06","1972","63.1","RI","8.07"
"07","1972","70.9","RI","3.17"
"08","1972","68.4","RI","2.63"
"09","1972","63.2","RI","5.83"
"10","1972","48.3","RI","4.22"
"11","1972","39.7","RI","8.05"
"12","1972","33.5","RI","7.08"
"01","1973","30.0","RI","3.52"
"02","1973","28.3","RI","3.43"
"03","1973","42.2","RI","3.27"
"04","1973","48.3","RI","6.58"
"05","1973","55.3","RI","4.11"
"06","1973","68.0","RI","4.03"
"07","1973","71.5","RI","4.36"
"08","1973","72.5","RI","3.87"
"09","1973","62.2","RI","3.96"
"10","1973","52.5","RI","3.23"
"11","1973","42.3","RI","2.41"
"12","1973","36.6","RI","8.28"
"01","1974","29.8","RI","4.41"
"02","1974","27.3","RI","2.73"
"03","1974","37.6","RI","4.62"
"04","1974","48.8","RI","3.38"
"05","1974","54.2","RI","3.29"
"06","1974","64.0","RI","2.94"
"07","1974","70.6","RI","1.97"
"08","1974","70.3","RI","3.10"
"09","1974","62.0","RI","6.83"
"10","1974","47.5","RI","2.91"
"11","1974","42.7","RI","1.95"
"12","1974","34.2","RI","4.73"
"01","1975","32.5","RI","6.22"
"02","1975","29.2","RI","3.46"
"03","1975","34.8","RI","3.35"
"04","1975","42.9","RI","3.18"
"05","1975","59.6","RI","2.66"
"06","1975","64.9","RI","4.30"
"07","1975","72.3","RI","3.47"
"08","1975","70.0","RI","3.46"
"09","1975","59.7","RI","6.47"
"10","1975","54.3","RI","5.42"
"11","1975","47.0","RI","6.42"
"12","1975","31.5","RI","4.85"
"01","1976","23.5","RI","6.28"
"02","1976","34.1","RI","2.83"
"03","1976","38.1","RI","3.31"
"04","1976","50.6","RI","2.15"
"05","1976","56.0","RI","2.95"
"06","1976","67.9","RI","1.34"
"07","1976","69.3","RI","3.90"
"08","1976","68.4","RI","7.13"
"09","1976","60.5","RI","2.19"
"10","1976","48.7","RI","5.48"
"11","1976","37.3","RI","0.77"
"12","1976","25.4","RI","3.42"
"01","1977","19.5","RI","3.64"
"02","1977","27.5","RI","2.73"
"03","1977","41.4","RI","5.62"
"04","1977","48.1","RI","3.98"
"05","1977","58.7","RI","3.13"
"06","1977","64.2","RI","4.65"
"07","1977","71.2","RI","2.40"
"08","1977","70.2","RI","3.79"
"09","1977","62.3","RI","5.84"
"10","1977","51.6","RI","7.17"
"11","1977","44.6","RI","3.36"
"12","1977","30.4","RI","6.45"
"01","1978","24.8","RI","9.06"
"02","1978","21.7","RI","2.44"
"03","1978","33.1","RI","3.15"
"04","1978","45.0","RI","2.18"
"05","1978","56.0","RI","5.67"
"06","1978","65.4","RI","1.71"
"07","1978","69.0","RI","3.21"
"08","1978","70.2","RI","5.53"
"09","1978","59.0","RI","2.18"
"10","1978","50.6","RI","3.59"
"11","1978","41.6","RI","2.82"
"12","1978","32.8","RI","4.70"
"01","1979","29.5","RI","11.93"
"02","1979","20.0","RI","4.12"
"03","1979","40.0","RI","2.79"
"04","1979","46.2","RI","5.10"
"05","1979","59.4","RI","6.29"
"06","1979","64.0","RI","1.34"
"07","1979","72.1","RI","2.39"
"08","1979","69.2","RI","7.58"
"09","1979","62.4","RI","4.07"
"10","1979","51.5","RI","3.94"
"11","1979","46.6","RI","4.42"
"12","1979","35.5","RI","1.90"
"01","1980","28.6","RI","1.35"
"02","1980","25.6","RI","1.09"
"03","1980","35.6","RI","8.08"
"04","1980","47.7","RI","5.52"
"05","1980","58.2","RI","1.72"
"06","1980","63.2","RI","3.31"
"07","1980","72.2","RI","3.67"
"08","1980","71.6","RI","1.99"
"09","1980","63.7","RI","0.92"
"10","1980","49.5","RI","4.36"
"11","1980","39.4","RI","3.86"
"12","1980","27.2","RI","1.50"
"01","1981","19.0","RI","0.88"
"02","1981","34.6","RI","5.91"
"03","1981","36.7","RI","0.82"
"04","1981","48.9","RI","4.25"
"05","1981","57.5","RI","2.44"
"06","1981","66.9","RI","3.56"
"07","1981","72.3","RI","3.27"
"08","1981","68.5","RI","1.35"
"09","1981","60.8","RI","3.38"
"10","1981","49.0","RI","4.28"
"11","1981","41.7","RI","3.46"
"12","1981","30.7","RI","6.70"
"01","1982","20.4","RI","5.57"
"02","1982","29.7","RI","3.08"
"03","1982","36.2","RI","3.17"
"04","1982","44.4","RI","4.38"
"05","1982","57.3","RI","2.19"
"06","1982","61.9","RI","11.71"
"07","1982","71.2","RI","2.91"
"08","1982","66.7","RI","2.97"
"09","1982","61.9","RI","3.39"
"10","1982","51.3","RI","3.17"
"11","1982","45.5","RI","4.32"
"12","1982","36.7","RI","2.01"
"01","1983","28.8","RI","4.60"
"02","1983","30.8","RI","4.79"
"03","1983","39.1","RI","8.01"
"04","1983","46.8","RI","10.60"
"05","1983","54.4","RI","4.55"
"06","1983","67.3","RI","2.62"
"07","1983","72.6","RI","1.70"
"08","1983","70.6","RI","3.69"
"09","1983","65.8","RI","1.74"
"10","1983","52.2","RI","4.89"
"11","1983","43.9","RI","9.69"
"12","1983","31.0","RI","6.15"
"01","1984","25.1","RI","2.41"
"02","1984","35.6","RI","6.39"
"03","1984","31.9","RI","5.74"
"04","1984","46.0","RI","4.67"
"05","1984","55.7","RI","7.71"
"06","1984","67.4","RI","5.41"
"07","1984","70.1","RI","5.75"
"08","1984","71.8","RI","0.74"
"09","1984","59.9","RI","1.97"
"10","1984","54.6","RI","4.29"
"11","1984","42.7","RI","2.36"
"12","1984","37.1","RI","3.23"
"01","1985","22.4","RI","1.11"
"02","1985","30.2","RI","1.95"
"03","1985","39.1","RI","2.99"
"04","1985","48.5","RI","1.52"
"05","1985","57.7","RI","4.84"
"06","1985","62.4","RI","4.63"
"07","1985","70.8","RI","3.33"
"08","1985","69.1","RI","8.50"
"09","1985","63.2","RI","2.66"
"10","1985","52.9","RI","2.06"
"11","1985","44.3","RI","7.49"
"12","1985","29.3","RI","1.24"
"01","1986","29.7","RI","5.46"
"02","1986","27.4","RI","3.18"
"03","1986","38.2","RI","3.16"
"04","1986","48.0","RI","1.86"
"05","1986","57.7","RI","2.01"
"06","1986","64.0","RI","4.56"
"07","1986","69.3","RI","5.77"
"08","1986","67.3","RI","4.31"
"09","1986","60.4","RI","0.96"
"10","1986","51.6","RI","2.80"
"11","1986","40.1","RI","6.89"
"12","1986","33.8","RI","7.61"
"01","1987","27.3","RI","5.53"
"02","1987","27.5","RI","0.66"
"03","1987","38.2","RI","4.76"
"04","1987","47.1","RI","8.29"
"05","1987","57.2","RI","1.96"
"06","1987","66.5","RI","1.81"
"07","1987","71.1","RI","1.37"
"08","1987","67.8","RI","3.14"
"09","1987","62.1","RI","6.13"
"10","1987","49.8","RI","3.03"
"11","1987","41.5","RI","3.42"
"12","1987","33.6","RI","2.78"
"01","1988","24.8","RI","2.98"
"02","1988","30.1","RI","5.25"
"03","1988","37.8","RI","4.12"
"04","1988","45.4","RI","2.88"
"05","1988","56.6","RI","3.07"
"06","1988","64.8","RI","1.66"
"07","1988","72.4","RI","6.85"
"08","1988","72.8","RI","1.33"
"09","1988","61.2","RI","2.39"
"10","1988","47.5","RI","2.71"
"11","1988","43.7","RI","8.39"
"12","1988","31.1","RI","1.34"
"01","1989","32.0","RI","1.54"
"02","1989","28.3","RI","2.85"
"03","1989","36.3","RI","3.88"
"04","1989","44.6","RI","5.04"
"05","1989","57.6","RI","5.44"
"06","1989","66.9","RI","5.24"
"07","1989","70.3","RI","5.90"
"08","1989","70.0","RI","6.16"
"09","1989","63.4","RI","4.76"
"10","1989","52.4","RI","7.36"
"11","1989","41.0","RI","5.51"
"12","1989","19.8","RI","1.36"
"01","1990","35.1","RI","5.27"
"02","1990","32.9","RI","3.36"
"03","1990","38.7","RI","1.99"
"04","1990","46.6","RI","5.29"
"05","1990","54.2","RI","6.22"
"06","1990","65.9","RI","1.40"
"07","1990","71.3","RI","4.97"
"08","1990","71.7","RI","5.43"
"09","1990","61.9","RI","2.37"
"10","1990","56.7","RI","6.23"
"11","1990","44.8","RI","2.28"
"12","1990","38.2","RI","5.22"
"01","1991","28.2","RI","3.35"
"02","1991","33.6","RI","2.12"
"03","1991","39.8","RI","5.87"
"04","1991","49.8","RI","4.12"
"05","1991","61.9","RI","3.20"
"06","1991","67.0","RI","1.20"
"07","1991","71.6","RI","2.64"
"08","1991","71.3","RI","7.38"
"09","1991","61.1","RI","6.19"
"10","1991","54.1","RI","2.84"
"11","1991","43.4","RI","4.80"
"12","1991","34.6","RI","3.05"
"01","1992","29.4","RI","3.87"
"02","1992","30.8","RI","2.22"
"03","1992","34.5","RI","3.91"
"04","1992","44.2","RI","2.50"
"05","1992","55.7","RI","1.26"
"06","1992","64.7","RI","4.63"
"07","1992","68.2","RI","3.63"
"08","1992","67.8","RI","7.14"
"09","1992","61.8","RI","4.57"
"10","1992","49.7","RI","2.04"
"11","1992","41.1","RI","5.26"
"12","1992","32.8","RI","7.14"
"01","1993","30.0","RI","2.53"
"02","1993","24.4","RI","4.23"
"03","1993","34.2","RI","6.69"
"04","1993","47.1","RI","4.91"
"05","1993","59.0","RI","1.13"
"06","1993","66.3","RI","1.68"
"07","1993","71.9","RI","3.11"
"08","1993","71.3","RI","1.62"
"09","1993","62.8","RI","4.48"
"10","1993","50.1","RI","3.74"
"11","1993","42.7","RI","3.48"
"12","1993","32.2","RI","6.19"
"01","1994","21.3","RI","5.38"
"02","1994","24.6","RI","2.65"
"03","1994","36.8","RI","7.28"
"04","1994","49.0","RI","2.21"
"05","1994","55.0","RI","3.36"
"06","1994","68.0","RI","2.22"
"07","1994","74.7","RI","1.86"
"08","1994","68.5","RI","6.17"
"09","1994","61.5","RI","4.06"
"10","1994","51.9","RI","0.59"
"11","1994","46.7","RI","5.33"
"12","1994","36.6","RI","4.90"
"01","1995","34.1","RI","3.61"
"02","1995","27.8","RI","3.14"
"03","1995","39.5","RI","2.56"
"04","1995","46.2","RI","2.86"
"05","1995","55.4","RI","3.32"
"06","1995","66.2","RI","2.74"
"07","1995","73.4","RI","1.89"
"08","1995","70.7","RI","1.96"
"09","1995","61.4","RI","3.50"
"10","1995","55.7","RI","6.85"
"11","1995","39.9","RI","5.21"
"12","1995","28.4","RI","2.56"
"01","1996","27.6","RI","5.98"
"02","1996","28.3","RI","3.14"
"03","1996","34.2","RI","2.96"
"04","1996","46.7","RI","6.16"
"05","1996","56.0","RI","3.36"
"06","1996","66.6","RI","2.24"
"07","1996","69.4","RI","5.98"
"08","1996","69.8","RI","2.79"
"09","1996","62.8","RI","6.47"
"10","1996","51.2","RI","7.19"
"11","1996","38.7","RI","2.64"
"12","1996","37.6","RI","7.55"
"01","1997","28.3","RI","4.01"
"02","1997","35.4","RI","2.13"
"03","1997","36.7","RI","4.94"
"04","1997","45.6","RI","4.72"
"05","1997","54.0","RI","2.84"
"06","1997","66.0","RI","1.65"
"07","1997","71.2","RI","1.91"
"08","1997","69.0","RI","6.09"
"09","1997","62.5","RI","1.22"
"10","1997","50.9","RI","2.06"
"11","1997","40.2","RI","6.12"
"12","1997","33.4","RI","3.19"
"01","1998","34.3","RI","6.38"
"02","1998","36.0","RI","5.64"
"03","1998","39.9","RI","6.01"
"04","1998","48.4","RI","5.29"
"05","1998","59.8","RI","5.60"
"06","1998","64.9","RI","10.87"
"07","1998","71.6","RI","2.49"
"08","1998","71.6","RI","3.50"
"09","1998","64.7","RI","2.49"
"10","1998","52.7","RI","4.28"
"11","1998","42.6","RI","2.34"
"12","1998","37.7","RI","1.53"
"01","1999","29.6","RI","6.80"
"02","1999","33.4","RI","5.10"
"03","1999","38.8","RI","4.88"
"04","1999","48.3","RI","1.40"
"05","1999","58.4","RI","3.97"
"06","1999","68.6","RI","0.19"
"07","1999","74.4","RI","2.18"
"08","1999","70.4","RI","2.74"
"09","1999","65.5","RI","7.55"
"10","1999","51.4","RI","5.63"
"11","1999","46.5","RI","2.79"
"12","1999","35.7","RI","2.76"
"01","2000","26.7","RI","3.94"
"02","2000","33.0","RI","3.13"
"03","2000","42.3","RI","5.28"
"04","2000","46.1","RI","5.95"
"05","2000","57.2","RI","3.61"
"06","2000","66.2","RI","5.02"
"07","2000","68.5","RI","4.39"
"08","2000","68.7","RI","3.30"
"09","2000","62.2","RI","4.02"
"10","2000","52.2","RI","1.39"
"11","2000","42.2","RI","4.08"
"12","2000","28.0","RI","4.74"
"01","2001","28.0","RI","2.79"
"02","2001","30.9","RI","2.52"
"03","2001","35.3","RI","9.82"
"04","2001","47.5","RI","2.03"
"05","2001","58.9","RI","4.12"
"06","2001","68.9","RI","6.34"
"07","2001","68.2","RI","3.24"
"08","2001","72.7","RI","4.22"
"09","2001","63.6","RI","3.03"
"10","2001","53.6","RI","1.52"
"11","2001","46.9","RI","0.89"
"12","2001","38.6","RI","2.71"
"01","2002","34.7","RI","2.94"
"02","2002","34.9","RI","1.91"
"03","2002","39.3","RI","4.59"
"04","2002","50.0","RI","3.62"
"05","2002","55.3","RI","5.63"
"06","2002","64.6","RI","4.14"
"07","2002","72.5","RI","1.49"
"08","2002","72.6","RI","2.25"
"09","2002","65.6","RI","5.36"
"10","2002","51.1","RI","4.03"
"11","2002","41.6","RI","5.95"
"12","2002","31.7","RI","5.53"
"01","2003","23.5","RI","2.33"
"02","2003","25.2","RI","4.17"
"03","2003","36.8","RI","5.27"
"04","2003","44.2","RI","4.86"
"05","2003","54.0","RI","3.57"
"06","2003","64.2","RI","6.05"
"07","2003","71.7","RI","3.70"
"08","2003","73.0","RI","4.80"
"09","2003","64.5","RI","4.06"
"10","2003","50.7","RI","6.44"
"11","2003","45.2","RI","2.28"
"12","2003","34.7","RI","5.45"
"01","2004","20.2","RI","1.73"
"02","2004","30.9","RI","2.23"
"03","2004","37.9","RI","2.91"
"04","2004","48.1","RI","7.85"
"05","2004","58.7","RI","2.92"
"06","2004","64.9","RI","1.75"
"07","2004","70.0","RI","3.16"
"08","2004","69.8","RI","6.18"
"09","2004","63.8","RI","6.90"
"10","2004","51.7","RI","2.49"
"11","2004","42.5","RI","4.49"
"12","2004","33.4","RI","5.00"
"01","2005","26.3","RI","4.81"
"02","2005","30.3","RI","2.99"
"03","2005","33.3","RI","5.19"
"04","2005","48.5","RI","5.42"
"05","2005","52.1","RI","4.41"
"06","2005","68.1","RI","1.25"
"07","2005","72.0","RI","1.94"
"08","2005","73.8","RI","4.09"
"09","2005","66.3","RI","3.30"
"10","2005","54.0","RI","14.56"
"11","2005","45.1","RI","5.68"
"12","2005","31.2","RI","4.21"
"01","2006","36.0","RI","5.76"
"02","2006","30.6","RI","2.74"
"03","2006","37.3","RI","0.59"
"04","2006","48.7","RI","2.97"
"05","2006","57.0","RI","7.69"
"06","2006","67.1","RI","10.56"
"07","2006","74.2","RI","2.92"
"08","2006","70.0","RI","4.44"
"09","2006","61.8","RI","2.99"
"10","2006","52.0","RI","7.18"
"11","2006","47.7","RI","6.61"
"12","2006","39.7","RI","2.28"
"01","2007","32.8","RI","4.01"
"02","2007","25.4","RI","2.42"
"03","2007","36.7","RI","6.01"
"04","2007","44.8","RI","8.16"
"05","2007","59.0","RI","2.78"
"06","2007","66.5","RI","3.05"
"07","2007","71.6","RI","3.41"
"08","2007","71.0","RI","1.55"
"09","2007","65.0","RI","2.19"
"10","2007","58.0","RI","2.57"
"11","2007","41.1","RI","3.25"
"12","2007","31.4","RI","5.07"
"01","2008","31.7","RI","2.89"
"02","2008","31.8","RI","6.97"
"03","2008","37.9","RI","5.66"
"04","2008","49.3","RI","4.17"
"05","2008","55.4","RI","2.47"
"06","2008","69.0","RI","2.82"
"07","2008","73.9","RI","4.88"
"08","2008","68.4","RI","3.43"
"09","2008","63.8","RI","9.24"
"10","2008","51.2","RI","2.17"
"11","2008","42.0","RI","4.42"
"12","2008","34.8","RI","7.61"
"01","2009","23.4","RI","3.81"
"02","2009","32.0","RI","1.96"
"03","2009","37.2","RI","2.73"
"04","2009","49.4","RI","5.55"
"05","2009","57.8","RI","3.44"
"06","2009","63.4","RI","4.54"
"07","2009","69.1","RI","10.32"
"08","2009","72.6","RI","3.07"
"09","2009","61.7","RI","2.21"
